Mendeley key;Citation;Solvant;Material;Material class;Ceramic class;Constant temperature;Cooling rate;Interface velocity;Wall thickness;Pore width;Wavelength;failure mode;Defects;permeance;Granulo poudre;Solid Loading;Loading (wt%);Additives;Porosity;Relative density;Strength (MPa);Flexural strength;Sample height;Sample diameter;Sample diameter;Sample ratio;Sample shape;Sample volume;Strain rate;Youngs Modulus (MPa);Normalized Young Modulus;green body ?;Compressive strength dense material;Flexural strength dense material;Normalized strength (compression);Normalized strength (flexion);E_dense;Honeycomb_Ashby;Normalized_strength_Elastic_modulus
Sofie2004;Sofie, S. W., & Dogan, F. (2004). Freeze Casting of Aqueous Alumina Slurries with Glycerol. Journal of the American Ceramic Society, 84(7), 1459–1464. doi:10.1111/j.1151-2916.2001.tb00860.x;water;alumina;cera;oxide;-35;;;;;;;no;;0,37;60,039;;;12,5;0,875;;;;;;;;;;;;0;2600;400;;;390;;
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia;cera;oxide;45;;;;25;;?;?;no;;20;;;70;0,3;4,3;;13;;12;1,08333333333333;cylinder;1,47026536188002;0,2;;;0;3000;800;0,005375;;220;35,64;0,0195454545454545
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia;cera;oxide;45;;;;20;;?;?;no;0,7;20;;;76;0,24;1,7;;13;;12;1,08333333333333;cylinder;1,47026536188002;0,2;;;0;3000;800;0,002125;;220;18,24768;0,00772727272727273
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia/alumina;cera;oxide;45;;;;15;;?;?;no;;20;;;74;0,26;6,8;;13;;12;1,08333333333333;cylinder;1,47026536188002;0,2;;;0;2800;600;0,0113333333333333;;;;
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia/alumina;cera;oxide;45;;;;10;;?;?;no;0,7;20;;;79;0,21;1,9;;13;;12;1,08333333333333;cylinder;1,47026536188002;0,2;;;0;2800;600;0,00316666666666667;;;;
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia/alumina;cera;oxide;45;;;;25;;;?;;;11;;;74;0,26;;;;;;;;;;;;0;2800;;;;;;
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia/alumina;cera;oxide;45;;;;20;;;?;;;16;;;66,8;0,332;;;;;;;;;;;;0;2800;;;;;;
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia/alumina;cera;oxide;45;;;;15;;;?;;;22;;;50;0,5;;;;;;;;;;;;0;2800;;;;;;
Liu2013a;Liu, G., & Button, T. W. (2013). The Effect of Particle Size in Freeze Casting of Porous Alumina-Zirconia Composite. Ceramics International, early view. doi:10.1016/j.ceramint.2013.02.101;water;zirconia/alumina;cera;oxide;45;;;;10;;;?;;;30;;;35;0,65;;;;;;;;;;;;0;2800;;;;;;
Xing2013;Xing, Z., Li, J., Wang, Q., Zhou, W., Tian, G., Pan, K., … Fu, H. (2013). A Floating Porous Crystalline TiO 2 Ceramic with Enhanced Photocatalytic Performance for Wastewater Decontamination. European Journal of Inorganic Chemistry, early view. doi:10.1002/ejic.201201494;camphene;titania;cera;oxide;20;;;;;;?;no;no;;;15;;98,1;0,0190000000000001;0,3;;2;8;8;0,25;block;;0,2;;;0;700;400;0,00075;;220;0,00905388000000008;0,00136363636363636
Xing2013;Xing, Z., Li, J., Wang, Q., Zhou, W., Tian, G., Pan, K., … Fu, H. (2013). A Floating Porous Crystalline TiO 2 Ceramic with Enhanced Photocatalytic Performance for Wastewater Decontamination. European Journal of Inorganic Chemistry, early view. doi:10.1002/ejic.201201494;camphene;titania;cera;oxide;20;;;;;;?;no;no;;;15;;93,4;0,0659999999999999;0,8;;2;8;8;0,25;block;;0,2;;;0;700;400;0,002;;220;0,379494719999999;0,00363636363636364
Xing2013;Xing, Z., Li, J., Wang, Q., Zhou, W., Tian, G., Pan, K., … Fu, H. (2013). A Floating Porous Crystalline TiO 2 Ceramic with Enhanced Photocatalytic Performance for Wastewater Decontamination. European Journal of Inorganic Chemistry, early view. doi:10.1002/ejic.201201494;camphene;titania;cera;oxide;20;;;;;;?;no;no;;;15;;87,5;0,125;1,2;;2;8;8;0,25;block;;0,2;;;0;700;400;0,003;;220;2,578125;0,00545454545454545
Xing2013;Xing, Z., Li, J., Wang, Q., Zhou, W., Tian, G., Pan, K., … Fu, H. (2013). A Floating Porous Crystalline TiO 2 Ceramic with Enhanced Photocatalytic Performance for Wastewater Decontamination. European Journal of Inorganic Chemistry, early view. doi:10.1002/ejic.201201494;camphene;titania;cera;oxide;20;;;;;;?;no;no;;;15;;80;0,2;1,8;;2;8;8;0,25;block;;0,2;;;0;700;400;0,0045;;220;10,56;0,00818181818181818
Landi2013;Landi, E., Sciti, D., Melandri, C., & Medri, V. (2013). Ice templating of ZrB2 porous architectures. Journal of the European Ceramic Society, 1–9. doi:10.1016/j.jeurceramsoc.2013.01.037;water;ZrB2;cera;covalent;;;;40-300;70;;cellular;no;no;2,8;35;;;57;0,43;18,4;;10;;13;0,769230769230769;cylinder;1,32732289614169;1;;;0;3000;100;0,184;;;;
Landi2013;Landi, E., Sciti, D., Melandri, C., & Medri, V. (2013). Ice templating of ZrB2 porous architectures. Journal of the European Ceramic Society, 1–9. doi:10.1016/j.jeurceramsoc.2013.01.037;water;ZrB2;cera;covalent;;;;30-100;45;;cellular;no;no;2,8;45;;;48;0,52;23,5;;10;;13;0,769230769230769;cylinder;1,32732289614169;1;;;0;3000;100;0,235;;;;
Landi2013;Landi, E., Sciti, D., Melandri, C., & Medri, V. (2013). Ice templating of ZrB2 porous architectures. Journal of the European Ceramic Society, 1–9. doi:10.1016/j.jeurceramsoc.2013.01.037;water;ZrB2;cera;covalent;;;;40-80;35;;cellular;no;no;2,8;35;;;57;0,43;59,7;;10;;13;0,769230769230769;cylinder;1,32732289614169;1;;;0;3000;100;0,597;;;;
Landi2013;Landi, E., Sciti, D., Melandri, C., & Medri, V. (2013). Ice templating of ZrB2 porous architectures. Journal of the European Ceramic Society, 1–9. doi:10.1016/j.jeurceramsoc.2013.01.037;water;ZrB2;cera;covalent;;;;15-30;25;;cellular;no;no;2,8;45;;;48;0,52;67,8;;10;;13;0,769230769230769;cylinder;1,32732289614169;1;;;0;3000;100;0,678;;;;
Zhang2013a;Zhang, Y., Zhou, K., Bao, Y., & Zhang, D. (2013). Effects of rheological properties on ice-templated porous hydroxyapatite ceramics. Materials Science and Engineering: C, 33(1), 340–346. doi:10.1016/j.msec.2012.08.048;water;HAP;cera;oxide;-196;;;;30;;brittle/cellular;yes;no;1;20;;;81;0,19;0,9;;13;;9;1,44444444444444;cylinder;0,827024266057513;0,2;;;0;140;110;0,00818181818181818;;120;4,93848;0,0075
Zhang2013a;Zhang, Y., Zhou, K., Bao, Y., & Zhang, D. (2013). Effects of rheological properties on ice-templated porous hydroxyapatite ceramics. Materials Science and Engineering: C, 33(1), 340–346. doi:10.1016/j.msec.2012.08.048;water;HAP;cera;oxide;-196;;;;30;;brittle/cellular;no;no;1;20;;;68;0,32;2,4;;13;;9;1,44444444444444;cylinder;0,827024266057513;0,2;;;0;140;110;0,0218181818181818;;120;23,59296;0,02
Zhang2013a;Zhang, Y., Zhou, K., Bao, Y., & Zhang, D. (2013). Effects of rheological properties on ice-templated porous hydroxyapatite ceramics. Materials Science and Engineering: C, 33(1), 340–346. doi:10.1016/j.msec.2012.08.048;water;HAP;cera;oxide;-196;;;;30;;brittle/cellular;no;no;1;20;;;71;0,29;1,9;;13;;9;1,44444444444444;cylinder;0,827024266057513;0,2;;;0;140;110;0,0172727272727273;;120;17,56008;0,0158333333333333
Zhang2013a;Zhang, Y., Zhou, K., Bao, Y., & Zhang, D. (2013). Effects of rheological properties on ice-templated porous hydroxyapatite ceramics. Materials Science and Engineering: C, 33(1), 340–346. doi:10.1016/j.msec.2012.08.048;water;HAP;cera;oxide;-196;;;;30;;brittle/cellular;no;no;1;20;;;75;0,25;1,5;;13;;9;1,44444444444444;cylinder;0,827024266057513;0,2;;;0;140;110;0,0136363636363636;;120;11,25;0,0125
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;190;;?;no;no;0,5;10;;;63,5;0,365;48,2;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,0803333333333333;;370;107,9522175;0,13027027027027
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;90;;?;no;no;0,5;15;;;50,8;0,492;86,4;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,144;;370;264,39198336;0,233513513513514
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;40;;?;no;no;0,5;20;;;42,2;0,578;206,2;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,343666666666667;;370;428,68322544;0,557297297297297
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;30;;?;no;no;0,5;25;;;33,1;0,669;308,1;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,5135;;370;664,70864598;0,832702702702703
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;190;;?;no;no;0,5;10;;;61,1;0,389;48,5;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,0808333333333333;;360;127,14595704;0,134722222222222
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;90;;?;no;no;0,5;15;;;49,4;0,506;113;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,188333333333333;;360;279,83710656;0,313888888888889
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;40;;?;no;no;0,5;20;;;40,9;0,591;238;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,396666666666667;;360;445,87815336;0,661111111111111
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;30;;?;no;no;0,5;25;;;31,6;0,684;321;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,535;;360;691,22916864;0,891666666666667
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;190;;?;no;no;0,5;10;;;58;0,42;70;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,116666666666667;;370;164,47536;0,189189189189189
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;90;;?;no;no;0,5;15;;;49,1;0,509;100;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,166666666666667;;370;292,75634838;0,27027027027027
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;40;;?;no;no;0,5;20;;;38,9;0,611;211;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,351666666666667;;370;506,38007082;0,57027027027027
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;30;;?;no;no;0,5;25;;;29,4;0,706;314;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,523333333333333;;370;781,20871152;0,848648648648649
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;190;;?;no;no;0,5;10;;;57,8;0,422;77,6;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,129333333333333;;360;162,32712768;0,215555555555556
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;90;;?;no;no;0,5;15;;;48,1;0,519;128;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,213333333333333;;360;301,96445544;0,355555555555556
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;40;;?;no;no;0,5;20;;;38,4;0,616;313;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,521666666666667;;360;504,88897536;0,869444444444444
Choi2012b;Choi, H., Lee, J., Yoon, S., Kim, B. K., & Park, H. (2012). The microstructure and properties of porous alumina / zirconia composites fabricated by a TBA-based freeze casting route. Journal of Ceramic, 13(6), 762–766.;TBA;alumina/zirconia;cera;oxide;-196;;;;30;;?;no;no;0,5;25;;;28,8;0,712;341;;10;;19;0,526315789473684;cylinder;2,83528736986479;0,5;;;0;2800;600;0,568333333333333;;360;779,63931648;0,947222222222222
Hunger2013;Hunger, P. M., Donius, A. E., & Wegst, U. G. K. (2013). Structure-property-processing correlations in freeze-cast composite scaffolds. Acta Biomaterialia, 9(5), 6338–6348. doi:10.1016/j.actbio.2013.01.012;water;alumina;cera;oxide;;1;;;31;;?;no;no;;;27w/v;;91,4;0,0859999999999999;0,1;;5;5;5;1;block;;0,05;;;;2600;400;0,00025;;390;1,48837104;0,000256410256410256
Hunger2013;Hunger, P. M., Donius, A. E., & Wegst, U. G. K. (2013). Structure-property-processing correlations in freeze-cast composite scaffolds. Acta Biomaterialia, 9(5), 6338–6348. doi:10.1016/j.actbio.2013.01.012;water;alumina;cera;oxide;;10;;;36,1;;?;no;no;;;27w/v;;90,8;0,092;0,244;;5;5;5;1;block;;0,05;2,62;0,00000671794871794872;;2600;400;0,00061;;390;1,82212992;0,000625641025641026
Hunger2013;Hunger, P. M., Donius, A. E., & Wegst, U. G. K. (2013). Structure-property-processing correlations in freeze-cast composite scaffolds. Acta Biomaterialia, 9(5), 6338–6348. doi:10.1016/j.actbio.2013.01.012;water;alumina;cera;oxide;;1;;;34,3;;?;no;no;;;27w/v;;90,5;0,095;0,27;;5;5;5;1;block;;0,05;9,63;0,0000246923076923077;;2600;400;0,000675;;390;2,0062575;0,000692307692307692
Hunger2013;Hunger, P. M., Donius, A. E., & Wegst, U. G. K. (2013). Structure-property-processing correlations in freeze-cast composite scaffolds. Acta Biomaterialia, 9(5), 6338–6348. doi:10.1016/j.actbio.2013.01.012;water;alumina;cera;oxide;;10;;;27,4;;?;no;no;;;27w/v;;91,8;0,082;0,157;;5;5;5;1;block;;0,05;14,22;0,0000364615384615385;;2600;400;0,0003925;;390;1,29020112;0,000402564102564103
Hunger2013;Hunger, P. M., Donius, A. E., & Wegst, U. G. K. (2013). Structure-property-processing correlations in freeze-cast composite scaffolds. Acta Biomaterialia, 9(5), 6338–6348. doi:10.1016/j.actbio.2013.01.012;water;alumina;cera;oxide;;1;;;30,9;;?;no;no;;;27w/v;;90,9;0,0909999999999999;0,346;;5;5;5;1;block;;0,05;7,08;0,0000181538461538462;;2600;400;0,000865;;390;1,76335614;0,000887179487179487
Hunger2013;Hunger, P. M., Donius, A. E., & Wegst, U. G. K. (2013). Structure-property-processing correlations in freeze-cast composite scaffolds. Acta Biomaterialia, 9(5), 6338–6348. doi:10.1016/j.actbio.2013.01.012;water;alumina;cera;oxide;;10;;;27,3;;?;no;no;;;27w/v;;90,2;0,098;0,24;;5;5;5;1;block;;0,05;20,05;0,0000514102564102564;;2600;400;0,0006;;390;2,20238928;0,000615384615384615
Zamanian2012;Ishikawa, K., Iwamoto, Y., Zamanian, A., Farhangdoust, S., Yasaei, M., Khorami, M., & Abbasabadi, M. (2012). The Effect of Sintering Temperature on the Microstructural and Mechanical Characteristics of Hydroxyapatite Macroporous Scaffolds Prepared via Freeze-Casting. Key Engineering Materials, 529-530, 133–137. doi:10.4028/www.scientific.net/KEM.529-530.133;water;silica;glass;oxide;;8;;;;;?;no;no;;18;;;81,9;0,181;0,4;;20;;15;1,33333333333333;cylinder;3,53429173528852;1;12,11;0,000201833333333333;0;1000;70;0,00571428571428571;;60;2,13470676;0,00666666666666667
Zamanian2012;Ishikawa, K., Iwamoto, Y., Zamanian, A., Farhangdoust, S., Yasaei, M., Khorami, M., & Abbasabadi, M. (2012). The Effect of Sintering Temperature on the Microstructural and Mechanical Characteristics of Hydroxyapatite Macroporous Scaffolds Prepared via Freeze-Casting. Key Engineering Materials, 529-530, 133–137. doi:10.4028/www.scientific.net/KEM.529-530.133;water;silica;glass;oxide;;8;;;;;?;no;no;;18;;;82,6;0,174;1,8;;20;;15;1,33333333333333;cylinder;3,53429173528852;1;;;0;1000;70;0,0257142857142857;;60;1,89648864;0,03
Zamanian2012;Ishikawa, K., Iwamoto, Y., Zamanian, A., Farhangdoust, S., Yasaei, M., Khorami, M., & Abbasabadi, M. (2012). The Effect of Sintering Temperature on the Microstructural and Mechanical Characteristics of Hydroxyapatite Macroporous Scaffolds Prepared via Freeze-Casting. Key Engineering Materials, 529-530, 133–137. doi:10.4028/www.scientific.net/KEM.529-530.133;water;silica;glass;oxide;;8;;;;;?;no;no;;18;;;81,9;0,181;2,2;;20;;15;1,33333333333333;cylinder;3,53429173528852;1;;;0;1000;70;0,0314285714285714;;60;2,13470676;0,0366666666666667
Zamanian2012;Ishikawa, K., Iwamoto, Y., Zamanian, A., Farhangdoust, S., Yasaei, M., Khorami, M., & Abbasabadi, M. (2012). The Effect of Sintering Temperature on the Microstructural and Mechanical Characteristics of Hydroxyapatite Macroporous Scaffolds Prepared via Freeze-Casting. Key Engineering Materials, 529-530, 133–137. doi:10.4028/www.scientific.net/KEM.529-530.133;water;silica;glass;oxide;;8;;;;;?;no;no;;18;;;81,9;0,181;2,7;;20;;15;1,33333333333333;cylinder;3,53429173528852;1;;;0;1000;70;0,0385714285714286;;60;2,13470676;0,045
Zamanian2012;Ishikawa, K., Iwamoto, Y., Zamanian, A., Farhangdoust, S., Yasaei, M., Khorami, M., & Abbasabadi, M. (2012). The Effect of Sintering Temperature on the Microstructural and Mechanical Characteristics of Hydroxyapatite Macroporous Scaffolds Prepared via Freeze-Casting. Key Engineering Materials, 529-530, 133–137. doi:10.4028/www.scientific.net/KEM.529-530.133;water;silica;glass;oxide;;8;;;;;?;no;no;;18;;;77,5;0,225;4,5;;20;;15;1,33333333333333;cylinder;3,53429173528852;1;;;0;1000;70;0,0642857142857143;;60;4,100625;0,075
Zamanian2012;Ishikawa, K., Iwamoto, Y., Zamanian, A., Farhangdoust, S., Yasaei, M., Khorami, M., & Abbasabadi, M. (2012). The Effect of Sintering Temperature on the Microstructural and Mechanical Characteristics of Hydroxyapatite Macroporous Scaffolds Prepared via Freeze-Casting. Key Engineering Materials, 529-530, 133–137. doi:10.4028/www.scientific.net/KEM.529-530.133;water;silica;glass;oxide;;8;;;;;?;no;no;;18;;;75,7;0,243;7,6;;20;;15;1,33333333333333;cylinder;3,53429173528852;1;;;0;1000;70;0,108571428571429;;60;5,16560652;0,126666666666667
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;10;24;16;;?;?;no;0,25;30;;;50,514;0,49486;39,753;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,39753;;120;87,2528353943443;0,331275
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;20;22;13;;?;?;no;0,25;30;;;50,610;0,494;33,082;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,33082;;120;86,74602337368;0,275683333333333
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;30;13;8;;?;?;no;0,25;30;;;50,640;0,494;11,333;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,11333;;120;86,58804805632;0,0944416666666667
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;10;21;27;;?;?;no;0,25;20;;;67,519;0,32481;12,709;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,12709;;120;24,6729268372615;0,105908333333333
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;20;15;18;;?;?;no;0,25;20;;;67,519;0,32481;8,608;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,08608;;120;24,6729268372615;0,0717333333333333
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;30;11;12;;?;?;no;0,25;20;;;67,519;0,32481;4,045;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,04045;;120;24,6729268372615;0,0337083333333333
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;10;11,5;40;;?;?;no;0,25;10;;;81,882;0,18118;1,131;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,01131;;120;4,28216366810304;0,009425
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;20;9,3;30;;?;?;no;0,25;10;;;81,882;0,18118;0,783;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,00783;;120;4,28216366810304;0,006525
Flauder2012;Flauder, S., Gbureck, U., Müller, F. a., Ishikawa, K., & Iwamoto, Y. (2012). β-TCP Scaffolds with an Interconnected and Aligned Porosity Fabricated via Ice-Templating. Key Engineering Materials, 529-530, 129–132. doi:10.4028/www.scientific.net/KEM.529-530.129;water;TCP;cera;oxide;;;30;4,5;15;;?;?;no;0,25;10;;;81,847;0,18153;0,185;;10;;11;0,909090909090909;cylinder;0,950331777710912;;;;0;140;100;0,00185;;120;4,30702824065544;0,00154166666666667
Zhang2012d;Zhang, R., Fang, D., Chen, X., Pei, Y., Wang, Z., & Wang, Y. (2013). Microstructure and properties of highly porous Y2SiO5 ceramics produced by a new water-based freeze casting. Materials & Design, 46, 746–750. doi:10.1016/j.matdes.2012.11.020;water;Y2SiO5;cera;oxide;;;;;15;;?;;no;1;20;;;71;0,29;3,34;;35;;21;1,66666666666667;cylinder;12,1226206520396;0,05;;;0;;;;;;;
Zhang2012d;Zhang, R., Fang, D., Chen, X., Pei, Y., Wang, Z., & Wang, Y. (2013). Microstructure and properties of highly porous Y2SiO5 ceramics produced by a new water-based freeze casting. Materials & Design, 46, 746–750. doi:10.1016/j.matdes.2012.11.020;water;Y2SiO5;cera;oxide;;;;;15;;?;;no;1;20;;;66;0,34;5,7;;35;;21;1,66666666666667;cylinder;12,1226206520396;0,05;;;;;;;;;;
